"","pass_type","weekend","rides_1d","rides_3d"
"16924",0,0,1,3
"16925",0,0,1,3
"16926",0,0,1,3
"16927",0,0,2,6
"16928",0,0,1,3
"16929",0,0,1,3
"16930",0,0,3,9
"16931",0,0,1,3
"16932",0,0,1,3
"16933",0,0,1,3
"16934",0,0,1,3
"16935",0,0,1,3
"16936",0,0,1,3
"16937",0,0,1,3
"16938",0,0,1,3
"16939",0,0,1,3
"16940",0,0,1,3
"16941",0,0,1,3
"16942",0,0,3,9
"16943",0,0,2,6
"16944",0,0,1,3
"16945",0,0,1,3
"16946",0,0,1,3
"16947",0,0,1,3
"16948",0,0,1,3
"16949",0,0,1,3
"16950",0,0,1,3
"16951",0,0,1,3
"16952",0,0,1,3
"16953",0,0,3,9
"16954",0,0,1,3
"16955",0,0,2,6
"16956",0,0,1,3
"16957",0,0,1,3
"16958",0,0,1,3
"16959",0,0,4,12
"16960",0,0,1,3
"16961",0,0,1,3
"16962",0,0,1,3
"16963",0,0,1,3
"16964",0,0,1,3
"16965",0,0,1,3
"16966",0,0,2,6
"16967",0,0,3,9
"16968",0,0,1,3
"16969",0,0,1,3
"16970",0,0,3,9
"16971",0,0,2,6
"16972",0,0,1,3
"16973",0,0,1,3
"16974",0,0,1,3
"16975",0,0,1,3
"16976",0,0,1,3
"16977",0,0,1,3
"16978",0,0,1,3
"16979",0,0,1,3
"16980",0,0,1,3
"16981",0,0,1,3
"16982",0,0,1,3
"16983",0,0,1,3
"16984",0,0,1,3
"16985",0,0,3,9
"16986",0,0,1,3
"16987",0,0,1,3
"16988",0,0,1,3
"16989",0,0,1,3
"16990",0,0,1,3
"16991",0,0,1,3
"16992",0,0,1,3
"16993",0,0,1,3
"16994",0,0,2,6
"16995",0,0,1,3
"16996",0,0,2,6
"16997",0,0,1,3
"16998",0,0,1,3
"16999",0,0,1,3
"17000",0,0,1,3
"17001",0,0,1,3
"17002",0,0,1,3
"17003",0,0,1,3
"17004",0,0,1,3
"17005",0,0,1,3
"17006",0,0,1,3
"17007",0,0,1,3
"17008",0,0,1,3
"17009",0,0,1,3
"17010",0,0,1,3
"17011",0,0,1,3
"17012",0,0,4,12
"17013",0,0,2,6
"17014",0,0,1,3
"17015",0,0,1,3
"17016",0,0,1,3
"17017",0,0,1,3
"17018",0,0,1,3
"17019",0,0,1,3
"17020",0,0,1,3
"17021",0,0,1,3
"17022",0,0,1,3
"17023",0,0,3,9
"17024",0,0,2,6
"17025",0,0,2,6
"17026",0,0,3,9
"17027",0,0,1,3
"17028",0,0,1,3
"17029",0,0,1,3
"17030",0,0,1,3
"17031",0,0,2,6
"17032",0,0,6,18
"17033",0,0,1,3
"17034",0,0,1,3
"17035",0,0,1,3
"17036",0,0,4,12
"17037",0,0,1,3
"17038",0,0,1,3
"17039",0,0,1,3
"17040",0,0,1,3
"17041",0,0,2,6
"17042",0,0,1,3
"17043",0,0,1,3
"17044",0,0,1,3
"17045",0,0,1,3
"17046",0,0,1,3
"17047",0,0,1,3
"17048",0,0,1,3
"17049",0,0,2,6
"17050",0,0,1,3
"17051",0,0,1,3
"17052",0,0,1,3
"17053",0,0,2,6
"17054",0,0,1,3
"17055",0,0,3,9
"17056",0,0,1,3
"17057",0,0,1,3
"17058",0,0,4,12
"17059",0,0,1,3
"17060",0,0,1,3
"17061",0,0,1,3
"17062",0,0,1,3
"17063",0,0,1,3
"17064",0,0,1,3
"17065",0,0,1,3
"17066",0,0,1,3
"17067",0,0,1,3
"17068",0,0,1,3
"17069",0,0,1,3
"17070",0,0,3,9
"17071",0,0,1,3
"17072",0,0,1,3
"17073",0,0,1,3
"17074",0,0,1,3
"17075",0,0,1,3
"17076",0,0,1,3
"17077",0,0,1,3
"17078",0,0,1,3
"17079",0,0,1,3
"17080",0,0,1,3
"17081",0,0,1,3
"17082",0,0,1,3
"17083",0,0,1,3
"17084",0,0,1,3
"17085",0,0,1,3
"17086",0,0,1,3
"17087",0,0,1,3
"17088",0,0,2,6
"17089",0,0,1,3
"17090",0,0,1,3
"17091",0,0,1,3
"17092",0,0,1,3
"17093",0,0,1,3
"17094",0,0,1,3
"17095",0,0,1,3
"17096",0,0,1,3
"17097",0,0,2,6
"17098",0,0,1,3
"17099",0,0,2,6
"17100",0,0,1,3
"17101",0,0,1,3
"17102",0,0,1,3
"17103",0,0,1,3
"17104",0,0,1,3
"17105",0,0,1,3
"17106",0,0,1,3
"17107",0,0,1,3
"17108",0,0,1,3
"17109",0,0,1,3
"17110",0,0,1,3
"17111",0,0,1,3
"17112",0,0,1,3
"17113",0,0,1,3
"17114",0,0,1,3
"17115",0,0,1,3
"17116",0,0,1,3
"17117",0,0,1,3
"17118",0,0,4,12
"17119",0,0,1,3
"17120",0,0,1,3
"17121",0,0,1,3
"17122",0,0,1,3
"17123",0,0,1,3
"17124",0,0,1,3
"17125",0,0,1,3
"17126",0,0,1,3
"17127",0,0,1,3
"17128",0,0,1,3
"17129",0,0,1,3
"17130",0,0,1,3
"17131",0,0,1,3
"17132",0,0,1,3
"17133",0,0,1,3
"17134",0,0,1,3
"17135",0,0,1,3
"17136",0,0,1,3
"17137",0,0,1,3
"17138",0,0,3,9
"17139",0,0,1,3
"17140",0,0,5,15
"17141",0,0,1,3
"17142",0,0,3,9
"17143",0,0,1,3
"17144",0,0,1,3
"17145",0,0,1,3
"17146",0,0,2,6
"17147",0,0,1,3
"17148",0,0,3,9
"17149",0,0,1,3
"17150",0,0,1,3
"17151",0,0,1,3
"17152",0,0,3,9
"17153",0,0,1,3
"17154",0,0,1,3
"17155",0,0,3,9
"17156",0,0,1,3
"17157",0,0,1,3
"17158",0,0,1,3
"17159",0,0,1,3
"17160",0,0,2,6
"17161",0,0,1,3
"17162",0,0,1,3
"17163",0,0,2,6
"17164",0,0,1,3
"17165",0,0,1,3
"17166",0,0,3,9
"17167",0,0,2,6
"17168",0,0,1,3
"17169",0,0,4,12
"17170",0,0,4,12
"17171",0,0,4,12
"17172",0,0,1,3
"17173",0,0,1,3
"17174",0,0,1,3
"17175",0,0,1,3
"17176",0,0,2,6
"17177",0,0,4,12
"17178",0,0,1,3
"17179",0,0,2,6
"17180",0,0,3,9
"17181",0,0,1,3
"17182",0,0,2,6
"17183",0,0,1,3
"17184",0,0,2,6
"17185",0,0,1,3
"17186",0,0,4,12
"17187",0,0,1,3
"17188",0,0,1,3
"17189",0,0,1,3
"17190",0,0,1,3
"17191",0,0,1,3
"17192",0,0,1,3
"17193",0,0,1,3
"17194",0,0,1,3
"17195",0,0,1,3
"17196",0,0,1,3
"17197",0,0,1,3
"17198",0,0,4,12
"17199",0,0,1,3
"17200",0,0,2,6
"17201",0,0,1,3
"17202",0,0,3,9
"17203",0,0,2,6
"17204",0,0,1,3
"17205",0,0,2,6
"17206",0,0,1,3
"17207",0,0,1,3
"17208",0,0,1,3
"17209",0,0,1,3
"17210",0,0,1,3
"17211",0,0,1,3
"17212",0,0,1,3
"17213",0,0,1,3
"17214",0,0,2,6
"17215",0,0,1,3
"17216",0,0,3,9
"17217",0,0,1,3
"17218",0,0,1,3
"17219",0,0,5,15
"17220",0,0,1,3
"17221",0,0,2,6
"17222",0,0,2,6
"17223",0,0,2,6
"17224",0,0,1,3
"17225",0,0,1,3
"17226",0,0,1,3
"17227",0,0,1,3
"17228",0,0,1,3
"17229",0,0,1,3
"17230",0,0,1,3
"17231",0,0,1,3
"17232",0,0,1,3
"17233",0,0,1,3
"17234",0,0,1,3
"17235",0,0,2,6
"17236",0,0,1,3
"17237",0,0,1,3
"17238",0,0,1,3
"17239",0,0,2,6
"17240",0,0,1,3
"17241",0,0,1,3
"17242",0,0,1,3
"17243",0,0,2,6
"17244",0,0,2,6
"17245",0,0,1,3
"17246",0,0,1,3
"17247",0,0,2,6
"17248",0,0,1,3
"17249",0,0,1,3
"17250",0,0,1,3
"17251",0,0,3,9
"17252",0,0,1,3
"17253",0,0,1,3
"17254",0,0,2,6
"17255",0,0,1,3
"17256",0,0,1,3
"17257",0,0,1,3
"17258",0,0,1,3
"17259",0,0,1,3
"17260",0,0,1,3
"17261",0,0,1,3
"17262",0,0,1,3
"17263",0,0,1,3
"17264",0,0,1,3
"17265",0,0,1,3
"17266",0,0,1,3
"17267",0,0,1,3
"17268",0,0,1,3
"17269",0,0,1,3
"17270",0,0,1,3
"17271",0,0,1,3
"17272",0,0,1,3
"17273",0,0,2,6
"17274",0,0,1,3
"17275",0,0,1,3
"17276",0,0,1,3
"17277",0,0,1,3
"17278",0,0,1,3
"17279",0,0,1,3
"17280",0,0,2,6
"17281",0,0,1,3
"17282",0,0,2,6
"17283",0,0,2,6
"17284",0,0,1,3
"17285",0,0,2,6
"17286",0,0,2,6
"17287",0,0,1,3
"17288",0,0,2,6
"17289",0,0,1,3
"17290",0,0,1,3
"17291",0,0,1,3
"17292",0,0,1,3
"17293",0,0,1,3
"17294",0,0,2,6
"17295",0,0,1,3
"17296",0,0,1,3
"17297",0,0,1,3
"17298",0,0,1,3
"17299",0,0,1,3
"17300",0,0,2,6
"17301",0,0,2,6
"17302",0,0,1,3
"17303",0,0,1,3
"17304",0,0,1,3
"17305",0,0,1,3
"17306",0,0,1,3
"17307",0,0,1,3
"17308",0,0,1,3
"17309",0,0,1,3
"17310",0,0,1,3
"17311",0,0,1,3
"17312",0,0,1,3
"17313",0,0,1,3
"17314",0,0,1,3
"17315",0,0,1,3
"17316",0,0,1,3
"17317",0,0,1,3
"17318",0,0,1,3
"17319",0,0,1,3
"17320",0,0,1,3
"17321",0,0,1,3
"17322",0,0,1,3
"17323",0,0,1,3
"17324",0,0,1,3
"17325",0,0,1,3
"17326",0,0,1,3
"17327",0,0,1,3
"17328",0,0,3,9
"17329",0,0,1,3
"17330",0,0,1,3
"17331",0,0,1,3
"17332",0,0,3,9
"17333",0,0,1,3
"17334",0,0,2,6
"17335",0,0,2,6
"17336",0,0,1,3
"17337",0,0,1,3
"17338",0,0,1,3
"17339",0,0,1,3
"17340",0,0,1,3
"17341",0,0,1,3
"17342",0,0,2,6
"17343",0,0,1,3
"17344",0,0,1,3
"17345",0,0,1,3
"17346",0,0,1,3
"17347",0,0,1,3
"17348",0,0,1,3
"17349",0,0,1,3
"17350",0,0,3,9
"17351",0,0,1,3
"17352",0,0,1,3
"17353",0,0,2,6
"17354",0,0,1,3
"17355",0,0,1,3
"17356",0,0,1,3
"17357",0,0,1,3
"17358",0,0,2,6
"17359",0,0,1,3
"17360",0,0,1,3
"17361",0,0,1,3
"17362",0,0,2,6
"17363",0,0,1,3
"17364",0,0,1,3
"17365",0,0,1,3
"17366",0,0,1,3
"17367",0,0,2,6
"17368",0,0,1,3
"17369",0,0,1,3
"17370",0,0,4,12
"17371",0,0,3,9
"17372",0,0,3,9
"17373",0,0,1,3
"17374",0,0,1,3
"17375",0,0,1,3
"17376",0,0,1,3
"17377",0,0,1,3
"17378",0,0,2,6
"17379",0,0,1,3
"17380",0,0,2,6
"17381",0,0,1,3
"17382",0,0,1,3
"17383",0,0,1,3
"17384",0,0,2,6
"17385",0,0,1,3
"17386",0,0,1,3
"17387",0,0,1,3
"17388",0,0,2,6
"17389",0,0,1,3
"17390",0,0,1,3
"17391",0,0,1,3
"17392",0,0,1,3
"17393",0,0,1,3
"17394",0,0,1,3
"17395",0,0,2,6
"17396",0,0,1,3
"17397",0,0,1,3
"17398",0,0,5,15
"17399",0,0,1,3
"17400",0,0,3,9
"17401",0,0,1,3
"17402",0,0,1,3
"17403",0,0,1,3
"17404",0,0,3,9
"17405",0,0,1,3
"17406",0,0,2,6
"17407",0,0,1,3
"17408",0,0,1,3
"17409",0,0,1,3
"17410",0,0,1,3
"17411",0,0,1,3
"17412",0,0,1,3
"17413",0,0,1,3
"17414",0,0,2,6
"17415",0,0,1,3
"17416",0,0,1,3
"17417",0,0,2,6
"17418",0,0,1,3
"17419",0,0,1,3
"17420",0,0,1,3
"17421",0,0,1,3
"17422",0,0,1,3
"17423",0,0,1,3
"17424",0,0,1,3
"17425",0,0,1,3
"17426",0,0,3,9
"17427",0,0,2,6
"17428",0,0,1,3
"17429",0,0,2,6
"17430",0,0,1,3
"17431",0,0,2,6
"17432",0,0,2,6
"17433",0,0,1,3
"17434",0,0,1,3
"17435",0,0,1,3
"17436",0,0,1,3
"17437",0,0,1,3
"17438",0,0,1,3
"17439",0,0,1,3
"17440",0,0,3,9
"17441",0,0,1,3
"17442",0,0,1,3
"17443",0,0,1,3
"17444",0,0,1,3
"17445",0,0,2,6
"17446",0,0,3,9
"17447",0,0,1,3
"17448",0,0,1,3
"17449",0,0,1,3
"17450",0,0,1,3
"17451",0,0,1,3
"17452",0,0,1,3
"17453",0,0,2,6
"17454",0,0,1,3
"17455",0,0,1,3
"17456",0,0,1,3
"17457",0,0,1,3
"17458",0,0,1,3
"17459",0,0,3,9
"17460",0,0,1,3
"17461",0,0,1,3
"17462",0,0,1,3
"17463",0,0,3,9
"17464",0,0,1,3
"17465",0,0,5,15
"17466",0,0,3,9
"17467",0,0,1,3
"17468",0,0,1,3
"17469",0,0,2,6
"17470",0,0,1,3
"17471",0,0,1,3
"17472",0,0,1,3
"17473",0,0,1,3
"17474",0,0,1,3
"17475",0,0,1,3
"17476",0,0,2,6
"17477",0,0,1,3
"17478",0,0,1,3
"17479",0,0,1,3
"17480",0,0,2,6
"17481",0,0,2,6
"17482",0,0,1,3
"17483",0,0,1,3
"17484",0,0,1,3
"17485",0,0,2,6
"17486",0,0,3,9
"17487",0,0,2,6
"17488",0,0,2,6
"17489",0,0,1,3
"17490",0,0,1,3
"17491",0,0,2,6
"17492",0,0,1,3
"17493",0,0,2,6
"17494",0,0,1,3
"17495",0,0,2,6
"17496",0,0,1,3
"17497",0,0,2,6
"17498",0,0,1,3
"17499",0,0,1,3
"17500",0,0,1,3
"17501",0,0,2,6
"17502",0,0,1,3
"17503",0,0,1,3
"17504",0,0,1,3
"17505",0,0,1,3
"17506",0,0,1,3
"17507",0,0,2,6
"17508",0,0,1,3
"17509",0,0,2,6
"17510",0,0,2,6
"17511",0,0,1,3
"17512",0,0,1,3
"17513",0,0,1,3
"17514",0,0,1,3
"17515",0,0,2,6
"17516",0,0,1,3
"17517",0,0,1,3
"17518",0,0,1,3
"17519",0,0,3,9
"17520",0,0,2,6
"17521",0,0,1,3
"17522",0,0,1,3
"17523",0,0,1,3
"17524",0,0,3,9
"17525",0,0,1,3
"17526",0,0,2,6
"17527",0,0,1,3
"17528",0,0,2,6
"17529",0,0,1,3
"17530",0,0,2,6
"17531",0,0,1,3
"17532",0,0,1,3
"17533",0,0,2,6
"17534",0,0,3,9
"17535",0,0,2,6
"17536",0,0,1,3
"17537",0,0,1,3
"17538",0,0,1,3
"17539",0,0,1,3
"17540",0,0,1,3
"17541",0,0,1,3
"17542",0,0,3,9
"17543",0,0,2,6
"17544",0,0,1,3
"17545",0,0,1,3
"17546",0,0,1,3
"17547",0,0,4,12
"17548",0,0,1,3
"17549",0,0,1,3
"17550",0,0,1,3
"17551",0,0,1,3
"17552",0,0,4,12
"17553",0,0,1,3
"17554",0,0,1,3
"17555",0,0,2,6
"17556",0,0,1,3
"17557",0,0,1,3
"17558",0,0,1,3
"17559",0,0,4,12
"17560",0,0,3,9
"17561",0,0,1,3
"17562",0,0,1,3
"17563",0,0,1,3
"17564",0,0,1,3
"17565",0,0,1,3
"17566",0,0,1,3
"17567",0,0,1,3
"17568",0,0,1,3
"17569",0,0,3,9
"17570",0,0,1,3
"17571",0,0,1,3
"17572",0,0,3,9
"17573",0,0,1,3
"17574",0,0,1,3
"17575",0,0,2,6
"17576",0,0,1,3
"17577",0,0,3,9
"17578",0,0,1,3
"17579",0,0,2,6
"17580",0,0,1,3
"17581",0,0,1,3
"17582",0,0,2,6
"17583",0,0,1,3
"17584",0,0,2,6
"17585",0,0,1,3
"17586",0,0,3,9
"17587",0,0,3,9
"17588",0,0,1,3
"17589",0,0,1,3
"17590",0,0,1,3
"17591",0,0,2,6
"17592",0,0,1,3
"17593",0,0,4,12
"17594",0,0,1,3
"17595",0,0,1,3
"17596",0,0,1,3
"17597",0,0,1,3
"17598",0,0,1,3
"17599",0,0,1,3
"17600",0,0,1,3
"17601",0,0,2,6
"17602",0,0,1,3
"17603",0,0,1,3
"17604",0,0,1,3
"17605",0,0,1,3
"17606",0,0,2,6
"17607",0,0,1,3
"17608",0,0,3,9
"17609",0,0,4,12
"17610",0,0,2,6
"17611",0,0,1,3
"17612",0,0,2,6
"17613",0,0,1,3
"17614",0,0,2,6
"17615",0,0,3,9
"17616",0,0,3,9
"17617",0,0,2,6
"17618",0,0,1,3
"17619",0,0,1,3
"17620",0,0,1,3
"17621",0,0,1,3
"17622",0,0,1,3
"17623",0,0,1,3
"17624",0,0,1,3
"17625",0,0,1,3
"17626",0,0,1,3
"17627",0,0,1,3
"17628",0,0,1,3
"17629",0,0,2,6
"17630",0,0,1,3
"17631",0,0,1,3
"17632",0,0,1,3
"17633",0,0,1,3
"17634",0,0,1,3
"17635",0,0,1,3
"17636",0,0,1,3
"17637",0,0,1,3
"17638",0,0,1,3
"17639",0,0,1,3
"17640",0,0,1,3
"17641",0,0,1,3
"17642",0,0,4,12
"17643",0,0,1,3
"17644",0,0,1,3
"17645",0,0,1,3
"17646",0,0,1,3
"17647",0,0,2,6
"17648",0,0,1,3
"17649",0,0,3,9
"17650",0,0,1,3
"17651",0,0,1,3
"17652",0,0,1,3
"17653",0,0,1,3
"17654",0,0,1,3
"17655",0,0,1,3
"17656",0,0,1,3
"17657",0,0,2,6
"17658",0,0,1,3
"17659",0,0,1,3
"17660",0,0,1,3
"17661",0,0,1,3
"17662",0,0,1,3
"17663",0,0,1,3
"17664",0,0,3,9
"17665",0,0,1,3
"17666",0,0,1,3
"17667",0,0,1,3
"17668",0,0,2,6
"17669",0,0,1,3
"17670",0,0,3,9
"17671",0,0,4,12
"17672",0,0,1,3
"17673",0,0,2,6
"17674",0,0,1,3
"17675",0,0,1,3
"17676",0,0,1,3
"17677",0,0,5,15
"17678",0,0,1,3
"17679",0,0,1,3
"17680",0,0,1,3
"17681",0,0,1,3
"17682",0,0,3,9
"17683",0,0,1,3
"17684",0,0,1,3
"17685",0,0,4,12
"17686",0,0,1,3
"17687",0,0,1,3
"17688",0,0,1,3
"17689",0,0,1,3
"17690",0,0,4,12
"17691",0,0,1,3
"17692",0,0,2,6
"17693",0,0,1,3
"17694",0,0,1,3
"17695",0,0,1,3
"17696",0,0,1,3
"17697",0,0,1,3
"17698",0,0,1,3
"17699",0,0,2,6
"17700",0,0,1,3
"17701",0,0,2,6
"17702",0,0,1,3
"17703",0,0,3,9
"17704",0,0,1,3
"17705",0,0,1,3
"17706",0,0,1,3
"17707",0,0,2,6
"17708",0,0,1,3
"17709",0,0,1,3
"17710",0,0,1,3
"17711",0,0,1,3
"17712",0,0,1,3
"17713",0,0,2,6
"17714",0,0,1,3
"17715",0,0,2,6
"17716",0,0,1,3
"17717",0,0,1,3
"17718",0,0,1,3
"17719",0,0,2,6
"17720",0,0,1,3
"17721",0,0,1,3
"17722",0,0,1,3
"17723",0,0,1,3
"17724",0,0,2,6
"17725",0,0,1,3
"17726",0,0,1,3
"17727",0,0,1,3
"17728",0,0,1,3
"17729",0,0,1,3
"17730",0,0,1,3
"17731",0,0,2,6
"17732",0,0,2,6
"17733",0,0,1,3
"17734",0,0,5,15
"17735",0,0,1,3
"17736",0,0,1,3
"17737",0,0,1,3
"17738",0,0,1,3
"17739",0,0,1,3
"17740",0,0,3,9
"17741",0,0,1,3
"17742",0,0,1,3
"17743",0,0,1,3
"17744",0,0,1,3
"17745",0,0,1,3
"17746",0,0,1,3
"17747",0,0,1,3
"17748",0,0,3,9
"17749",0,0,1,3
"17750",0,0,1,3
"17751",0,0,2,6
"17752",0,0,3,9
"17753",0,0,2,6
"17754",0,0,2,6
"17755",0,0,1,3
"17756",0,0,1,3
"17757",0,0,1,3
"17758",0,0,1,3
"17759",0,0,1,3
"17760",0,0,1,3
"17761",0,0,1,3
"17762",0,0,2,6
"17763",0,0,1,3
"17764",0,0,1,3
"17765",0,0,2,6
"17766",0,0,2,6
"17767",0,0,1,3
"17768",0,0,1,3
"17769",0,0,1,3
"17770",0,0,3,9
"17771",0,0,1,3
"17772",0,0,1,3
"17773",0,0,1,3
"17774",0,0,1,3
"17775",0,0,1,3
"17776",0,0,2,6
"17777",0,0,1,3
"17778",0,0,1,3
"17779",0,0,2,6
"17780",0,0,4,12
"17781",0,0,1,3
"17782",0,0,1,3
"17783",0,0,2,6
"17784",0,0,1,3
"17785",0,0,1,3
"17786",0,0,1,3
"17787",0,0,1,3
"17788",0,0,2,6
"17789",0,0,2,6
"17790",0,0,2,6
"17791",0,0,1,3
"17792",0,0,1,3
"17793",0,0,1,3
"17794",0,0,1,3
"17795",0,0,1,3
"17796",0,0,1,3
"17797",0,0,1,3
"17798",0,0,5,15
"17799",0,0,1,3
"17800",0,0,1,3
"17801",0,0,1,3
"17802",0,0,2,6
"17803",0,0,1,3
"17804",0,0,1,3
"17805",0,0,1,3
"17806",0,0,3,9
"17807",0,0,1,3
"17808",0,0,1,3
"17809",0,0,1,3
"17810",0,0,2,6
"17811",0,0,4,12
"17812",0,0,1,3
"17813",0,0,1,3
"17814",0,0,1,3
"17815",0,0,1,3
"17816",0,0,2,6
"17817",0,0,2,6
"17818",0,0,3,9
"17819",0,0,1,3
"17820",0,0,1,3
"17821",0,0,1,3
"17822",0,0,1,3
"17823",0,0,3,9
"17824",0,0,1,3
"17825",0,0,1,3
"17826",0,0,1,3
"17827",0,0,1,3
"17828",0,0,1,3
"17829",0,0,2,6
"17830",0,0,1,3
"17831",0,0,1,3
"17832",0,0,1,3
"17833",0,0,1,3
"17834",0,0,2,6
"17835",0,0,3,9
"17836",0,0,1,3
"17837",0,0,1,3
"17838",0,0,1,3
"17839",0,0,1,3
"17840",0,0,1,3
"17841",0,0,2,6
"17842",0,0,4,12
"17843",0,0,2,6
"17844",0,0,1,3
"17845",0,0,2,6
"17846",0,0,2,6
"17847",0,0,2,6
"17848",0,0,5,15
"17849",0,0,1,3
"17850",0,0,2,6
"17851",0,0,1,3
"17852",0,0,1,3
"17853",0,0,1,3
"17854",0,0,1,3
"17855",0,0,3,9
"17856",0,0,2,6
"17857",0,0,1,3
"17858",0,0,1,3
"17859",0,0,1,3
"17860",0,0,2,6
"17861",0,0,1,3
"17862",0,0,1,3
"17863",0,0,1,3
"17864",0,0,1,3
"17865",0,0,1,3
"17866",0,0,1,3
"17867",0,0,1,3
"17868",0,0,1,3
"17869",0,0,1,3
"17870",0,0,1,3
"17871",0,0,1,3
"17872",0,0,3,9
"17873",0,0,1,3
"17874",0,0,1,3
"17875",0,0,1,3
"17876",0,0,1,3
"17877",0,0,1,3
"17878",0,0,3,9
"17879",0,0,1,3
"17880",0,0,1,3
"17881",0,0,1,3
"17882",0,0,1,3
"17883",0,0,1,3
"17884",0,0,2,6
"17885",0,0,2,6
"17886",0,0,1,3
"17887",0,0,1,3
"17888",0,0,1,3
"17889",0,0,1,3
"17890",0,0,1,3
"17891",0,0,2,6
"17892",0,0,3,9
"17893",0,0,4,12
"17894",0,0,5,15
"17895",0,0,2,6
"17896",0,0,1,3
"17897",0,0,1,3
"17898",0,0,1,3
"17899",0,0,1,3
"17900",0,0,2,6
"17901",0,0,1,3
"17902",0,0,1,3
"17903",0,0,2,6
"17904",0,0,1,3
"17905",0,0,1,3
"17906",0,0,1,3
"17907",0,0,1,3
"17908",0,0,2,6
"17909",0,0,1,3
"17910",0,0,1,3
"17911",0,0,1,3
"17912",0,0,1,3
"17913",0,0,1,3
"17914",0,0,1,3
"17915",0,0,1,3
"17916",0,0,1,3
"17917",0,0,2,6
"17918",0,0,1,3
"17919",0,0,1,3
"17920",0,0,1,3
"17921",0,0,1,3
"17922",0,0,2,6
"17923",0,0,1,3
"17924",0,0,1,3
"17925",0,0,2,6
"17926",0,0,1,3
"17927",0,0,3,9
"17928",0,0,1,3
"17929",0,0,1,3
"17930",0,0,4,12
"17931",0,0,1,3
"17932",0,0,1,3
"17933",0,0,3,9
"17934",0,0,1,3
"17935",0,0,1,3
"17936",0,0,1,3
"17937",0,0,2,6
"17938",0,0,1,3
"17939",0,0,1,3
"17940",0,0,1,3
"17941",0,0,3,9
"17942",0,0,1,3
"17943",0,0,1,3
"17944",0,0,1,3
"17945",0,0,4,12
"17946",0,0,1,3
"17947",0,0,1,3
"17948",0,0,1,3
"17949",0,0,1,3
"17950",0,0,1,3
"17951",0,0,1,3
"17952",0,0,2,6
"17953",0,0,1,3
"17954",0,0,1,3
"17955",0,0,2,6
"17956",0,0,2,6
"17957",0,0,1,3
"17958",0,0,1,3
"17959",0,0,1,3
"17960",0,0,2,6
"17961",0,0,2,6
"17962",0,0,1,3
"17963",0,0,2,6
"17964",0,0,4,12
"17965",0,0,2,6
"17966",0,0,1,3
"17967",0,0,2,6
"17968",0,0,1,3
"17969",0,0,2,6
"17970",0,0,1,3
"17971",0,0,1,3
"17972",0,0,1,3
"17973",0,0,2,6
"17974",0,0,1,3
"17975",0,0,2,6
"17976",0,0,1,3
"17977",0,0,1,3
"17978",0,0,1,3
"17979",0,0,1,3
"17980",0,0,1,3
"17981",0,0,1,3
"17982",0,0,1,3
"17983",0,0,1,3
"17984",0,0,1,3
"17985",0,0,1,3
"17986",0,0,2,6
"17987",0,0,1,3
"17988",0,0,1,3
"17989",0,0,1,3
"17990",0,0,2,6
"17991",0,0,1,3
"17992",0,0,1,3
"17993",0,0,3,9
"17994",0,0,1,3
"17995",0,0,1,3
"17996",0,0,1,3
"17997",0,0,1,3
"17998",0,0,2,6
"17999",0,0,3,9
"18000",0,0,1,3
"18001",0,0,2,6
"18002",0,0,1,3
"18003",0,0,1,3
"18004",0,0,1,3
"18005",0,0,1,3
"18006",0,0,1,3
"18007",0,0,1,3
"18008",0,0,1,3
"18009",0,0,1,3
"18010",0,0,1,3
"18011",0,0,1,3
"18012",0,0,1,3
"18013",0,0,1,3
"18014",0,0,1,3
"18015",0,0,1,3
"18016",0,0,1,3
"18017",0,0,1,3
"18018",0,0,2,6
"18019",0,0,1,3
"18020",0,0,1,3
"18021",0,0,1,3
"18022",0,0,1,3
"18023",0,0,1,3
"18024",0,0,4,12
"18025",0,0,2,6
"18026",0,0,1,3
"18027",0,0,1,3
"18028",0,0,1,3
"18029",0,0,2,6
"18030",0,0,1,3
"18031",0,0,1,3
"18032",0,0,1,3
"18033",0,0,1,3
"18034",0,0,3,9
"18035",0,0,2,6
"18036",0,0,1,3
"18037",0,0,1,3
"18038",0,0,1,3
"18039",0,0,2,6
"18040",0,0,1,3
"18041",0,0,2,6
"18042",0,0,1,3
"18043",0,0,1,3
"18044",0,0,1,3
"18045",0,0,1,3
"18046",0,0,1,3
"18047",0,0,2,6
"18048",0,0,1,3
"18049",0,0,2,6
"18050",0,0,1,3
"18051",0,0,3,9
"18052",0,0,1,3
"18053",0,0,1,3
"18054",0,0,1,3
"18055",0,0,1,3
"18056",0,0,1,3
"18057",0,0,2,6
"18058",0,0,3,9
"18059",0,0,3,9
"18060",0,0,1,3
"18061",0,0,1,3
"18062",0,0,1,3
"18063",0,0,1,3
"18064",0,0,1,3
"18065",0,0,1,3
"18066",0,0,1,3
"18067",0,0,1,3
"18068",0,0,1,3
"18069",0,0,1,3
"18070",0,0,2,6
"18071",0,0,1,3
"18072",0,0,1,3
"18073",0,0,2,6
"18074",0,0,1,3
"18075",0,0,1,3
"18076",0,0,2,6
"18077",0,0,1,3
"18078",0,0,1,3
"18079",0,0,1,3
"18080",0,0,1,3
"18081",0,0,1,3
"18082",0,0,1,3
"18083",0,0,1,3
"18084",0,0,1,3
"18085",0,0,1,3
"18086",0,0,1,3
"18087",0,0,1,3
